********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2017-01-01     00:00:00        7.00      125.46        8.67      125.69        8.64      130.75        6.38      127.24        4.77      129.82        5.72      126.71        6.77      115.75        6.92      119.38        8.16      120.39 
2017-01-01     01:00:00        7.21      123.31        8.71      122.00        8.75      126.52        7.11      126.83        6.60      133.49        6.81      128.45        7.37      115.43        7.21      115.64        8.56      116.66
2017-01-01     02:00:00        8.53      128.64        9.41      122.78        9.88      128.45        8.67      132.70        7.95      134.75        8.13      131.47        8.69      119.67        8.09      119.46        8.81      115.63
2017-01-01     03:00:00        9.08      133.43       10.17      128.35       10.34      132.50        8.84      137.18        7.77      135.21        7.99      131.89        9.00      120.58        8.93      124.72        9.42      120.55
2017-01-01     04:00:00        8.90      137.85       10.03      131.76        9.69      134.00        8.38      141.64        7.28      139.60        7.49      135.17        8.87      121.46        9.20      127.92        9.81      125.12
2017-01-01     05:00:00        8.60      138.87        9.31      129.02        8.92      132.19        7.94      142.63        7.04      142.18        6.90      138.81        7.87      122.45        8.74      128.35        9.27      122.30
2017-01-01     06:00:00        8.09      138.56        8.76      125.87        8.40      131.30        7.53      142.65        6.66      143.32        6.41      140.86        6.79      123.12        7.45      125.97        8.60      115.24
2017-01-01     07:00:00        7.75      137.35        8.67      123.60        8.07      129.99        7.13      141.87        6.23      143.32        5.97      140.77        6.36      122.10        7.06      122.86        8.65      110.84
2017-01-01     08:00:00        7.67      135.81        8.76      122.06        7.85      128.57        6.93      140.96        5.94      143.50        5.69      140.07        6.38      121.75        7.16      121.63        8.87      109.64
2017-01-01     09:00:00        7.33      135.06        8.74      121.57        7.90      128.40        6.62      140.99        5.53      144.10        5.32      139.68        6.47      121.20        7.20      120.79        8.74      109.16
2017-01-01     10:00:00        7.42      133.16        8.39      120.91        7.94      127.90        7.11      137.59        6.22      138.33        5.65      136.11        6.54      119.56        7.11      118.32        8.44      107.46
2017-01-01     11:00:00        7.45      130.06        8.29      118.24        8.00      123.95        6.98      133.69        6.38      135.90        6.39      133.31        6.45      119.66        6.87      116.74        8.20      106.72
2017-01-01     12:00:00        7.07      125.13        8.11      113.68        7.71      120.38        6.70      130.00        5.93      134.43        6.28      129.48        6.77      118.34        6.66      113.16        8.04      103.76
2017-01-01     13:00:00        6.74      120.62        7.72      110.48        7.27      119.03        6.47      127.24        5.72      131.95        6.18      125.54        6.28      115.87        6.19      108.18        7.70      100.76
2017-01-01     14:00:00        6.50      114.96        7.44      107.16        6.89      116.53        6.26      121.73        5.49      125.13        6.04      119.73        5.77      111.15        5.83      101.98        7.47       97.25
2017-01-01     15:00:00        6.27      111.20        6.98      106.39        6.42      115.40        6.03      117.64        5.32      118.15        5.88      114.83        5.29      107.48        5.43       97.89        7.05       96.26
2017-01-01     16:00:00        5.92      110.58        6.41      106.34        6.12      112.38        5.82      116.51        5.34      116.09        5.81      112.40        4.99      104.84        5.10       99.10        6.44       99.42
2017-01-01     17:00:00        5.76      111.74        6.16      107.61        6.11      111.46        5.73      116.16        5.30      116.91        5.73      112.30        4.90      104.52        4.90      102.68        5.97      103.94
2017-01-01     18:00:00        5.59      113.24        5.96      108.91        6.09      111.43        5.55      116.64        5.10      118.10        5.49      113.93        4.99      106.21        4.88      104.32        5.62      106.62
2017-01-01     19:00:00        5.62      116.85        5.98      110.93        6.32      112.63        5.79      119.13        5.23      121.90        5.54      116.58        5.12      108.77        4.80      108.33        5.49      109.67
2017-01-01     20:00:00        5.83      123.30        6.06      114.44        6.72      115.16        6.20      123.58        5.84      127.58        5.79      123.25        5.25      116.38        4.70      117.88        5.22      115.29
2017-01-01     21:00:00        6.00      131.38        6.00      119.42        7.00      119.03        6.70      132.61        6.68      137.85        6.11      130.97        5.22      123.76        4.45      129.18        4.67      124.05
2017-01-01     22:00:00        6.61      130.72        6.75      119.47        7.67      121.74        7.28      133.82        7.23      137.28        6.82      129.15        5.64      122.99        5.01      130.62        5.22      123.31
2017-01-01     23:00:00        7.47      131.06        7.50      123.28        8.24      128.42        8.10      138.07        7.85      137.09        7.60      127.79        6.47      120.78        5.72      127.56        5.95      123.64
2017-01-02     00:00:00        8.18      131.04        8.64      126.66        8.97      133.60        8.32      138.97        7.59      135.98        7.65      127.32        7.34      118.99        7.00      124.08        7.36      121.47
2017-01-02     01:00:00        8.27      131.61        9.46      128.54        9.44      134.15        8.22      137.31        7.24      134.33        7.15      128.66        7.59      120.12        7.94      124.68        8.89      122.59
2017-01-02     02:00:00        8.12      131.71        9.48      127.21        9.63      129.90        8.14      133.38        7.14      131.90        6.83      129.76        7.43      121.01        7.97      125.80        9.03      122.34
2017-01-02     03:00:00        8.10      127.45        9.52      121.93        9.73      123.54        7.98      127.00        6.99      126.39        6.90      126.44        7.59      118.43        7.90      122.42        8.89      117.48
2017-01-02     04:00:00        8.12      122.43        9.63      116.14        9.59      118.56        7.88      121.65        6.91      120.34        6.92      121.81        7.78      115.64        8.01      117.57        9.06      111.07
2017-01-02     05:00:00        7.77      119.58        9.21      112.78        8.89      116.58        7.37      119.92        6.45      117.16        6.54      118.89        7.52      113.54        7.80      113.44        8.96      106.11
2017-01-02     06:00:00        7.17      121.13        8.34      113.72        8.10      118.73        6.71      122.44        5.69      118.43        5.58      119.69        6.71      112.53        7.29      112.26        8.38      104.54
2017-01-02     07:00:00        6.44      123.48        7.70      114.86        7.41      120.02        6.06      124.89        4.80      119.54        4.34      121.86        5.84      112.30        6.63      112.15        7.85      104.56
2017-01-02     08:00:00        5.70      128.51        6.98      117.18        6.60      122.49        5.50      130.42        4.11      127.25        3.69      129.44        4.85      115.26        5.54      114.26        7.19      105.27
2017-01-02     09:00:00        5.35      135.94        6.51      120.11        5.91      126.12        4.87      141.26        3.54      145.36        3.46      141.88        4.44      120.09        5.08      118.88        6.88      107.14
2017-01-02     10:00:00        5.05      135.58        6.26      118.37        5.67      125.57        4.70      142.38        3.81      145.28        3.70      139.64        4.01      120.02        4.65      117.19        6.66      104.49
2017-01-02     11:00:00        4.98      127.58        6.38      112.27        5.71      119.82        4.72      134.65        3.57      140.98        3.50      132.93        4.07      115.85        4.63      111.35        6.64      100.47
2017-01-02     12:00:00        4.77      119.53        6.05      107.71        5.50      116.40        4.42      128.03        3.40      136.58        3.75      126.64        4.09      111.70        4.55      103.74        6.31       97.13
2017-01-02     13:00:00        4.55      110.26        5.73      103.19        5.33      112.06        4.32      119.79        3.40      127.56        3.91      117.07        3.76      103.28        4.20       93.74        5.87       93.94
2017-01-02     14:00:00        4.09       98.37        5.19       94.95        4.88      103.95        4.01      109.42        3.23      116.10        3.68      104.79        3.13       82.04        3.69       76.51        5.18       86.81
2017-01-02     15:00:00        3.65       88.41        4.48       86.09        4.32       95.87        3.67       99.17        2.99      103.14        3.37       95.99        2.91       70.84        3.29       67.07        4.28       79.09
2017-01-02     16:00:00        3.15       82.07        3.65       78.29        3.86       89.04        3.44       92.67        2.78       92.74        3.11       88.63        2.68       61.51        2.64       57.67        3.20       73.71
2017-01-02     17:00:00        3.01       82.46        3.38       73.57        3.89       86.07        3.67       93.65        2.98       96.90        3.13       91.27        2.42       61.38        2.14       52.35        2.56       71.29
2017-01-02     18:00:00        3.12       85.43        3.34       72.77        3.90       88.01        3.81       98.61        3.10      104.09        3.33       96.18        2.43       66.26        1.97       52.52        2.31       71.39
2017-01-02     19:00:00        3.65       93.21        3.67       78.71        4.32       94.56        4.23      105.90        3.49      111.89        3.93      103.02        2.71       77.17        2.07       64.13        2.47       76.60
2017-01-02     20:00:00        4.22      101.76        4.07       83.90        4.79      100.61        4.86      114.29        4.17      121.25        4.67      111.69        3.12       88.86        2.10       73.44        2.60       77.82
2017-01-02     21:00:00        4.96      111.73        4.55       90.29        5.49      110.16        5.83      125.29        5.24      129.93        5.69      119.11        3.59       98.49        2.08       79.76        2.69       73.47
2017-01-02     22:00:00        5.70      117.95        4.82       97.76        6.45      124.60        6.90      132.34        6.14      129.33        6.40      120.67        3.89      110.59        1.96       97.01        2.54       62.16
2017-01-02     23:00:00        6.71      122.54        6.21      115.72        8.03      133.81        7.56      133.42        6.44      126.26        6.72      118.71        4.89      111.70        3.35      109.31        3.23       84.54
2017-01-03     00:00:00        7.52      125.38        8.06      125.90        8.88      134.73        7.74      132.81        6.57      124.30        6.70      117.06        5.94      109.71        5.38      115.64        5.10      108.43
2017-01-03     01:00:00        7.46      126.62        8.55      127.27        8.75      131.19        7.43      131.49        6.23      124.18        6.38      117.16        6.34      108.92        6.47      119.12        6.89      118.76
2017-01-03     02:00:00        7.06      126.45        8.18      123.24        8.16      126.25        6.84      129.64        5.73      124.30        5.79      118.79        6.26      110.43        6.54      120.10        7.26      117.73
2017-01-03     03:00:00        6.46      123.76        7.53      117.72        7.59      121.66        6.46      125.08        5.64      119.83        5.33      117.51        5.88      110.20        6.06      117.59        6.98      111.44
2017-01-03     04:00:00        6.15      118.53        7.22      113.61        7.35      118.72        6.28      119.48        5.80      115.03        5.12      113.74        5.75      107.31        5.75      111.74        6.75      104.67
2017-01-03     05:00:00        6.11      117.61        7.21      113.56        7.22      118.31        6.20      120.11        5.51      114.68        4.69      112.29        5.68      104.94        5.86      107.57        6.76      102.64
2017-01-03     06:00:00        6.00      123.15        7.26      112.42        6.88      115.90        5.95      126.55        4.99      123.16        4.04      120.24        5.33      108.76        5.91      111.03        7.05      103.14
2017-01-03     07:00:00        5.49      125.27        7.07      106.88        6.38      111.26        5.28      129.39        4.46      132.58        3.66      130.63        4.72      115.11        5.46      111.90        7.30       97.28
2017-01-03     08:00:00        5.12      124.19        7.04      106.60        6.24      112.95        4.75      129.49        3.95      137.15        3.44      137.02        4.49      118.61        5.30      108.01        7.49       93.75
2017-01-03     09:00:00        4.91      125.51        6.88      110.93        6.22      118.14        4.44      131.35        3.29      138.58        3.11      139.10        4.42      117.68        5.31      106.66        7.30       95.24
2017-01-03     10:00:00        3.96      132.77        5.95      116.31        5.55      126.21        3.90      144.27        2.57      158.57        2.37      149.91        3.26      119.39        4.03      109.54        5.97       98.28
2017-01-03     11:00:00        4.39      124.40        5.89      108.61        5.44      117.55        4.09      133.88        2.69      143.23        2.80      131.47        3.14      113.72        3.85      105.89        5.66       93.18
2017-01-03     12:00:00        4.36      111.71        5.59       96.44        5.34      106.81        4.25      121.55        3.13      129.86        3.27      119.18        3.04      105.10        3.67       92.22        5.39       82.99
2017-01-03     13:00:00        4.00       96.68        5.17       84.76        4.89       96.64        3.90      110.02        3.13      121.44        3.54      109.12        2.73       90.05        3.45       71.70        5.09       74.02
2017-01-03     14:00:00        3.82       88.09        4.97       78.10        4.61       88.39        3.70      100.06        3.10      113.73        3.56      103.98        2.83       84.84        3.48       67.93        4.89       72.42
2017-01-03     15:00:00        3.80       91.96        4.66       79.42        4.49       89.72        3.73      100.96        2.91      109.50        3.74      104.88        2.92       88.12        3.18       73.38        4.39       77.55
2017-01-03     16:00:00        3.91       95.81        4.42       82.32        4.60       93.48        3.96      104.83        3.10      110.15        4.00      106.37        3.18       94.27        3.02       77.57        3.90       80.27
2017-01-03     17:00:00        3.90       97.69        4.15       83.99        4.57       96.69        4.11      108.27        3.29      113.34        4.21      107.05        3.13       91.57        2.76       75.13        3.42       79.16
2017-01-03     18:00:00        3.94       99.01        4.06       84.98        4.55       99.13        4.15      110.76        3.41      116.77        4.39      108.19        3.33       91.83        2.74       73.59        3.23       78.66
2017-01-03     19:00:00        4.33      102.15        4.46       88.09        4.85      100.40        4.40      114.39        3.59      121.60        4.74      110.58        3.90       93.98        3.11       74.89        3.68       78.24
2017-01-03     20:00:00        5.11      106.25        5.15       90.90        5.52      103.06        5.00      116.67        4.13      123.44        5.29      113.18        4.73       98.01        3.76       81.53        4.35       77.49
2017-01-03     21:00:00        5.48      112.12        5.57       91.77        6.08      103.19        5.49      120.72        4.55      130.84        5.63      120.51        4.88      103.83        3.68       84.88        4.38       73.88
2017-01-03     22:00:00        5.60      119.72        5.49       94.74        6.38      108.11        5.81      127.58        4.78      134.50        5.69      123.98        4.89      109.20        3.24       89.62        4.03       62.53
2017-01-03     23:00:00        6.18      117.52        6.35       96.98        6.84      107.36        5.93      124.27        4.97      128.14        6.01      120.39        5.55      110.43        4.27       95.79        5.08       70.92
2017-01-04     00:00:00        6.55      118.24        7.01      103.96        6.96      110.56        5.88      123.62        4.81      124.02        6.01      117.29        6.19      108.99        5.36      103.91        5.97       86.19
2017-01-04     01:00:00        6.75      119.30        7.50      111.15        7.10      114.99        5.87      123.63        4.80      120.49        5.95      115.33        6.58      107.42        6.26      109.53        7.00      100.66
2017-01-04     02:00:00        6.73      118.13        7.59      112.70        7.27      115.59        6.07      121.10        5.07      115.50        5.79      112.52        6.63      105.58        6.63      110.48        7.45      105.66
2017-01-04     03:00:00        7.05      116.79        7.73      112.44        7.75      116.16        6.86      119.34        6.21      114.22        6.22      111.12        6.78      104.59        6.79      109.82        7.51      105.68
2017-01-04     04:00:00        7.31      117.83        7.98      114.77        8.11      120.36        7.30      122.90        6.82      119.15        6.57      114.22        6.93      105.77        6.98      109.52        7.65      105.91
2017-01-04     05:00:00        7.30      126.01        8.19      119.19        8.25      121.66        7.33      130.57        6.62      129.23        6.07      122.98        7.02      110.63        7.23      114.89        7.92      110.63
2017-01-04     06:00:00        7.03      130.95        8.45      116.92        8.38      119.69        7.14      131.69        6.23      135.97        5.12      134.66        6.21      117.47        6.84      121.64        8.14      110.77
2017-01-04     07:00:00        6.95      128.29        8.70      116.91        8.43      123.08        6.90      130.64        5.65      132.84        4.74      134.33        5.40      120.07        6.35      118.06        8.48      105.74
2017-01-04     08:00:00        6.92      127.90        8.53      119.69        8.25      125.62        6.76      132.17        5.26      128.54        4.59      126.16        5.49      113.42        6.58      113.47        8.53      105.60
2017-01-04     09:00:00        6.63      127.49        8.17      117.87        7.64      123.99        6.40      131.27        5.01      126.03        4.27      122.86        5.65      109.20        6.63      112.33        8.41      104.48
2017-01-04     10:00:00        6.48      122.54        8.28      113.27        7.91      119.81        6.32      126.29        5.04      122.69        4.59      118.66        5.55      107.37        6.35      109.02        8.65      100.52
2017-01-04     11:00:00        6.42      113.93        8.04      107.51        7.52      114.08        6.04      119.04        4.88      118.66        4.92      112.76        5.89      103.01        6.66      101.83        8.43       96.51
2017-01-04     12:00:00        6.50       99.22        7.84       97.18        7.15      103.74        5.88      105.55        4.83      108.49        5.37      103.56        6.24       94.30        6.93       89.40        8.30       88.92
2017-01-04     13:00:00        6.64       82.03        7.42       79.18        6.59       83.76        5.89       86.46        5.01       90.09        5.91       88.99        6.54       79.69        7.14       72.92        7.95       76.59
2017-01-04     14:00:00        6.30       83.32        7.13       80.15        6.61       85.81        5.86       87.15        5.03       87.78        5.74       86.93        5.99       77.91        6.44       72.80        7.31       75.54
2017-01-04     15:00:00        6.11       84.56        7.00       81.62        6.51       87.63        5.74       89.60        4.91       90.83        5.59       87.79        5.58       77.83        5.97       73.87        6.99       77.72
2017-01-04     16:00:00        6.13       87.45        6.96       84.06        6.58       90.63        5.77       93.28        4.85       96.23        5.59       91.83        5.47       81.93        5.91       76.46        6.97       80.02
2017-01-04     17:00:00        6.07       90.36        6.88       86.19        6.57       93.04        5.81       96.56        4.91       99.18        5.54       95.07        5.27       86.09        5.69       79.22        6.79       82.42
2017-01-04     18:00:00        5.94       94.95        6.70       88.95        6.51       96.07        5.84      101.22        4.98      103.89        5.53       99.57        5.04       90.44        5.34       83.22        6.51       84.63
2017-01-04     19:00:00        5.92      100.10        6.58       92.54        6.62       99.47        5.92      105.32        5.05      108.81        5.51      104.31        5.01       95.34        5.14       89.11        6.25       88.20
2017-01-04     20:00:00        6.21      106.99        6.71       97.79        6.79      104.86        6.14      112.65        5.27      116.40        5.76      110.35        5.27      101.39        5.28       97.07        6.24       92.58
2017-01-04     21:00:00        6.30      114.90        6.78      103.13        6.92      110.40        6.27      123.52        5.44      129.87        5.99      119.16        5.51      108.81        5.20      103.63        6.11       96.12
2017-01-04     22:00:00        6.40      122.49        6.85      104.14        6.34      115.32        6.42      133.73        5.80      137.47        6.29      123.73        5.93      111.82        5.60      110.89        6.49       98.70
2017-01-04     23:00:00        6.87      127.68        6.98      115.35        7.23      127.73        6.96      138.81        6.13      138.80        6.68      126.46        6.49      115.26        6.07      115.36        6.77      103.76
2017-01-05     00:00:00        7.44      131.85        7.78      125.79        8.07      130.14        7.23      137.75        5.99      135.02        6.62      126.51        6.86      116.22        6.71      121.45        7.17      115.11
2017-01-05     01:00:00        7.49      129.27        8.21      125.95        8.38      126.27        7.45      130.85        6.55      125.68        6.48      122.46        6.75      114.69        6.98      123.33        7.71      121.79
2017-01-05     02:00:00        8.28      124.21        8.82      122.13        9.35      122.62        8.72      124.67        8.13      119.82        7.65      119.01        7.14      113.84        7.23      121.68        7.96      120.93
2017-01-05     03:00:00        8.85      121.23        9.82      119.30       10.02      121.09        8.80      121.97        7.86      117.78        7.80      117.57        8.01      113.49        8.11      118.08        8.76      116.27
2017-01-05     04:00:00        8.55      120.07       10.02      117.80        9.81      121.22        8.20      121.76        7.18      118.12        7.25      118.00        8.14      113.49        8.48      115.45        9.45      112.68
2017-01-05     05:00:00        8.01      122.90        9.48      119.72        9.26      123.45        7.62      125.49        6.51      120.64        6.61      119.99        7.74      113.38        8.17      115.74        9.25      112.88
2017-01-05     06:00:00        7.83      129.18        9.07      121.98        9.07      124.67        7.60      130.97        6.35      127.80        5.91      127.06        7.01      116.84        7.76      120.97        8.74      115.01
2017-01-05     07:00:00        7.62      131.90        8.94      120.15        8.86      123.44        7.64      133.11        6.41      133.39        5.65      133.68        6.54      121.19        6.99      123.32        8.44      112.31
2017-01-05     08:00:00        7.34      132.30        8.79      118.16        8.32      123.20        7.20      134.99        6.41      136.53        5.63      136.99        6.50      123.46        6.88      121.80        8.40      107.85
2017-01-05     09:00:00        7.40      131.45        8.62      117.40        8.25      123.00        7.07      134.59        6.17      137.14        5.50      137.55        6.65      122.65        7.32      119.13        8.55      105.60
2017-01-05     10:00:00        7.53      128.97        8.59      115.56        8.11      121.48        7.22      131.38        6.72      133.75        6.06      135.74        6.79      121.32        7.29      115.82        8.67      104.14
2017-01-05     11:00:00        7.79      124.13        8.61      113.81        8.13      119.75        7.26      127.21        6.64      129.34        7.03      127.84        7.62      118.21        7.44      113.19        8.74      103.86
2017-01-05     12:00:00        7.43      119.42        8.45      110.91        8.10      117.31        7.14      123.84        6.40      125.95        6.70      122.61        7.31      114.65        7.13      109.71        8.45      102.44
2017-01-05     13:00:00        7.17      115.14        8.11      108.01        7.91      115.02        6.98      120.65        6.19      122.84        6.59      118.20        6.85      110.63        6.66      105.05        7.98      100.14
2017-01-05     14:00:00        6.99      112.13        7.79      106.34        7.71      113.38        6.87      118.38        6.10      121.21        6.47      115.21        6.53      107.33        6.35      101.25        7.54       98.59
2017-01-05     15:00:00        6.93      111.14        7.56      105.17        7.68      112.53        6.95      118.34        6.23      121.96        6.52      114.81        6.36      106.36        6.06       99.25        7.07       97.16
2017-01-05     16:00:00        6.94      112.42        7.53      105.63        7.82      113.55        7.15      119.91        6.35      123.07        6.62      115.91        6.23      107.18        5.81       99.64        6.73       97.15
2017-01-05     17:00:00        6.90      116.85        7.45      110.03        7.80      117.90        7.05      124.46        6.20      126.52        6.53      119.01        6.08      110.84        5.58      104.79        6.45      101.43
2017-01-05     18:00:00        6.87      120.95        7.36      114.24        7.69      121.53        6.98      128.29        6.18      129.67        6.49      121.88        6.09      114.50        5.57      110.38        6.38      105.80
2017-01-05     19:00:00        6.96      124.29        7.42      117.91        7.78      123.88        7.11      130.44        6.37      131.19        6.60      123.67        6.21      117.03        5.73      115.58        6.43      110.76
2017-01-05     20:00:00        7.20      125.77        7.59      120.18        8.18      124.80        7.51      130.86        6.82      130.39        6.86      123.74        6.43      117.15        5.98      118.59        6.60      114.70
2017-01-05     21:00:00        7.04      127.44        7.53      123.44        8.29      128.18        7.57      133.31        6.71      129.29        6.66      122.35        6.06      115.27        5.69      120.49        6.26      119.28
2017-01-05     22:00:00        7.25      129.22        7.68      129.00        8.59      134.14        7.70      135.70        6.43      127.91        6.80      120.04        5.93      113.64        5.72      123.36        6.29      125.37
2017-01-05     23:00:00        7.70      128.36        8.56      130.79        9.06      134.99        7.56      134.29        5.80      126.03        6.74      119.19        6.42      112.07        6.40      122.20        7.23      127.06
2017-01-06     00:00:00        7.67      126.06        9.10      128.65        9.15      131.35        7.14      129.10        5.23      120.62        6.35      117.67        6.92      110.34        7.17      119.69        8.37      124.56
2017-01-06     01:00:00        7.27      121.34        8.85      123.17        8.87      123.86        6.97      120.29        5.69      114.11        6.06      113.80        6.77      108.12        7.10      116.33        8.49      119.93
2017-01-06     02:00:00        7.79      116.02        9.12      115.51        9.30      116.55        7.75      116.49        7.00      115.83        7.22      114.28        7.35      108.28        7.24      111.68        8.54      113.05
2017-01-06     03:00:00        8.30      117.26        9.59      113.02        9.45      115.99        7.91      119.95        7.01      119.16        7.54      116.85        8.18      110.27        7.93      110.54        9.02      108.18
2017-01-06     04:00:00        8.29      121.60        9.62      115.45        9.22      119.26        7.64      124.70        6.57      122.35        7.20      119.75        8.35      112.05        8.37      113.44        9.33      108.80
2017-01-06     05:00:00        8.01      124.43        9.18      118.05        8.84      122.90        7.35      127.71        6.19      124.51        6.66      122.31        8.06      113.25        8.26      115.66        9.17      110.07
2017-01-06     06:00:00        7.88      126.59        9.00      120.55        8.75      126.40        7.32      130.45        6.09      126.39        6.20      124.12        7.39      114.28        7.84      116.71        8.79      110.79
2017-01-06     07:00:00        7.79      130.38        8.97      123.90        8.73      129.92        7.39      134.81        6.02      131.09        5.81      127.95        6.88      116.62        7.41      119.42        8.61      113.26
2017-01-06     08:00:00        7.89      135.10        9.04      127.38        8.78      133.31        7.59      140.39        6.09      138.24        5.73      133.74        6.68      119.90        7.14      123.56        8.50      116.66
2017-01-06     09:00:00        7.88      137.70        8.92      127.82        8.45      134.26        7.58      143.39        6.01      142.24        5.53      138.15        6.49      121.91        6.83      125.41        8.21      116.69
2017-01-06     10:00:00        7.12      137.41        8.40      125.85        7.96      132.44        6.90      143.23        5.45      144.63        5.11      139.61        5.93      122.60        6.26      124.06        7.95      114.45
2017-01-06     11:00:00        7.48      134.55        8.33      122.47        7.96      128.45        6.96      139.48        5.88      141.94        5.87      137.88        6.30      124.20        6.90      123.12        8.00      112.72
2017-01-06     12:00:00        7.26      131.24        8.02      119.48        7.87      125.53        6.97      135.90        5.99      138.76        6.31      134.11        6.93      123.74        6.69      120.61        7.65      110.37
2017-01-06     13:00:00        6.88      127.50        7.57      116.75        7.48      123.99        6.71      133.40        5.97      135.94        6.31      130.49        6.55      122.35        6.14      116.83        7.23      107.96
2017-01-06     14:00:00        6.52      124.00        7.18      114.37        7.13      122.60        6.47      131.19        5.87      133.69        6.23      126.73        6.06      119.69        5.63      112.25        6.87      105.18
2017-01-06     15:00:00        6.08      121.41        6.72      112.33        6.73      121.48        6.19      129.90        5.68      132.35        5.97      124.43        5.50      117.48        5.11      108.10        6.42      102.49
2017-01-06     16:00:00        5.76      119.35        6.32      110.53        6.40      120.62        5.95      128.93        5.41      130.92        5.74      122.02        5.06      115.12        4.68      104.07        5.99       99.95
2017-01-06     17:00:00        5.69      120.51        6.05      111.81        6.26      122.23        5.89      130.68        5.30      131.96        5.69      122.24        5.00      115.35        4.48      104.54        5.61      100.58
2017-01-06     18:00:00        5.89      123.44        6.08      114.82        6.41      124.54        6.14      132.64        5.47      133.27        5.86      123.88        5.30      117.02        4.62      108.45        5.44      103.71
2017-01-06     19:00:00        6.09      126.59        6.14      118.30        6.65      126.95        6.37      134.38        5.67      135.19        6.04      126.13        5.55      119.49        4.75      113.40        5.29      107.63
2017-01-06     20:00:00        6.52      128.06        6.57      121.21        7.28      127.82        6.77      134.21        5.88      134.31        6.26      126.48        5.96      120.00        5.21      117.75        5.53      111.17
2017-01-06     21:00:00        6.49      129.98        6.87      124.11        7.65      128.80        6.70      134.50        5.54      133.65        5.94      127.00        5.89      120.06        5.45      120.39        5.68      115.59
2017-01-06     22:00:00        6.80      127.56        7.40      123.85        8.19      127.51        7.03      130.42        6.01      128.86        6.43      124.19        5.90      120.31        5.78      121.38        6.34      117.17
2017-01-06     23:00:00        6.89      123.35        7.82      119.99        8.28      123.87        6.76      126.28        5.63      127.60        6.45      122.57        6.03      119.10        5.96      119.04        6.87      115.90
2017-01-07     00:00:00        6.88      121.57        8.07      116.58        8.06      122.98        6.39      126.10        5.33      130.79        6.32      123.41        6.34      117.40        6.29      116.42        7.51      112.49
2017-01-07     01:00:00        6.82      120.83        8.03      114.90        7.77      123.96        6.33      127.68        5.80      132.03        6.38      124.07        6.67      115.15        6.62      112.74        7.94      108.31
2017-01-07     02:00:00        7.24      121.16        7.97      115.69        8.33      125.30        7.51      127.70        7.25      127.85        7.24      122.94        7.20      114.17        6.76      110.40        7.87      105.55
2017-01-07     03:00:00        8.03      121.66        8.90      118.92        9.24      124.79        8.05      126.86        7.21      123.78        7.48      119.48        7.84      111.87        7.46      111.05        8.26      107.97
2017-01-07     04:00:00        8.13      122.80        9.61      120.86        9.15      124.73        7.57      127.58        6.40      122.78        6.94      117.90        8.02      110.28        8.30      113.68        9.37      113.09
2017-01-07     05:00:00        7.64      124.08        8.98      119.57        8.44      124.64        7.01      128.77        5.89      125.17        6.35      120.45        7.66      111.60        8.06      115.02        9.21      112.02
2017-01-07     06:00:00        7.14      126.27        8.18      117.82        7.78      124.34        6.66      130.39        5.58      129.42        5.60      126.08        6.69      115.23        7.30      116.44        8.41      108.53
2017-01-07     07:00:00        6.66      130.30        7.56      119.23        7.27      126.69        6.35      135.53        5.32      137.16        5.07      132.39        5.92      118.83        6.41      118.38        7.65      107.32
2017-01-07     08:00:00        6.63      135.63        7.37      124.30        7.11      133.07        6.39      143.54        5.34      145.46        4.99      138.13        5.72      122.07        6.12      121.93        7.35      110.48
2017-01-07     09:00:00        6.86      139.28        7.56      127.90        7.23      136.98        6.65      148.04        5.64      149.03        5.12      142.39        5.73      124.40        6.04      124.96        7.28      113.72
2017-01-07     10:00:00        6.36      140.34        7.20      128.75        6.94      137.54        6.37      148.17        5.48      147.75        5.04      141.38        5.34      123.89        5.27      125.68        6.67      114.29
2017-01-07     11:00:00        6.34      138.68        6.82      128.20        6.63      136.84        6.04      148.00        5.34      148.84        5.61      139.18        5.64      126.05        5.43      127.02        6.32      116.82
2017-01-07     12:00:00        5.99      135.68        6.56      126.04        6.57      133.75        5.99      144.21        5.31      146.43        5.54      136.20        5.47      126.14        5.06      126.09        5.96      117.83
2017-01-07     13:00:00        5.67      134.13        6.18      125.91        6.52      132.42        6.01      141.41        5.45      144.20        5.55      134.51        5.03      127.47        4.43      126.64        5.39      120.05
