********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2017-10-24     19:00:00        7.58      114.81        8.29      108.65        8.59      115.81        7.91      119.42        7.35      118.45        7.19      114.31        6.80      108.70        6.63      104.73        7.69      100.55
2017-10-24     20:00:00        8.29      118.14        9.10      113.06        9.71      120.70        8.64      124.13        7.67      121.89        7.67      116.57        7.45      111.01        7.28      109.11        8.17      104.70
2017-10-24     21:00:00        8.97      125.42        9.96      123.19       10.34      130.48        8.70      133.10        7.13      129.67        7.96      121.35        8.17      114.44        8.09      116.42        8.71      113.76
2017-10-24     22:00:00        8.64      137.47       10.30      135.50        9.88      141.71        8.08      146.45        6.48      145.25        7.10      132.77        8.00      121.21        8.69      127.99        9.92      127.83
2017-10-24     23:00:00        8.35      139.52        9.73      136.23        9.47      139.87        7.83      145.46        6.43      144.53        6.81      136.09        7.94      122.89        8.55      129.88        9.76      129.82
2017-10-25     00:00:00        8.62      134.20        9.72      130.12        9.83      131.38        8.28      135.84        7.39      135.07        7.53      131.62        8.45      121.11        8.55      126.44        9.27      125.24
2017-10-25     01:00:00        9.22      129.09       10.27      123.28       10.35      125.30        8.77      130.73        7.88      131.63        8.21      128.96        9.24      120.07        9.04      122.11        9.55      118.39
2017-10-25     02:00:00        9.38      126.61       10.68      119.18       10.40      122.34        8.57      128.62        7.54      131.07        8.19      128.19        9.64      119.24        9.54      118.77       10.27      112.85
2017-10-25     03:00:00        9.05      124.60       10.36      116.53        9.78      120.29        8.07      126.43        7.01      130.49        7.87      128.30        9.37      118.92        9.40      116.47       10.46      109.58
2017-10-25     04:00:00        8.56      123.72        9.90      115.09        9.61      119.70        7.75      125.76        5.96      132.31        7.26      129.26        8.88      119.07        8.76      114.75        9.93      107.10
2017-10-25     05:00:00        8.23      124.47        9.75      114.83        9.27      119.55        7.58      126.69        6.43      131.20        7.06      129.21        8.46      119.05        8.60      115.23        9.75      107.00
2017-10-25     06:00:00        8.47      125.54        9.59      115.12        9.07      119.89        7.52      128.48        6.49      132.37        6.99      130.24        8.43      119.34        8.49      116.02        9.40      107.21
2017-10-25     07:00:00        8.24      126.61        8.99      114.60        8.44      120.12        7.41      130.52        6.60      134.77        7.13      131.82        8.51      119.76        8.14      115.86        8.96      106.21
2017-10-25     08:00:00        8.21      126.81        9.06      114.06        8.56      120.43        7.44      131.14        6.39      135.22        6.85      131.69        8.26      118.95        7.92      114.27        8.71      103.20
2017-10-25     09:00:00        7.80      126.24        9.00      114.35        8.48      121.55        6.97      131.55        5.80      135.15        6.26      130.93        7.73      117.24        7.68      112.74        9.01      103.02
2017-10-25     10:00:00        8.50      125.52        9.00      115.50        8.68      123.29        7.84      130.61        7.27      131.83        7.87      127.49        9.12      117.24        8.46      114.22        9.13      104.92
2017-10-25     11:00:00        8.71      123.48        9.62      115.03        9.22      121.67        7.91      128.06        7.31      128.79        7.92      124.77        8.92      115.90        8.68      113.18        9.57      105.70
2017-10-25     12:00:00        8.70      121.51        9.72      113.76        9.55      119.46        8.43      125.08        7.81      126.01        7.86      122.83        8.23      115.26        8.16      111.90        9.41      105.17
2017-10-25     13:00:00        8.13      119.64        9.25      111.58        9.14      116.94        7.94      123.33        7.14      126.05        7.37      122.03        7.52      114.95        7.38      110.30        8.82      103.97
2017-10-25     14:00:00        7.74      117.62        8.87      110.88        8.85      116.75        7.70      121.71        6.79      123.82        6.98      120.34        6.92      113.90        6.84      108.60        8.32      103.46
2017-10-25     15:00:00        7.56      117.97        8.56      113.20        8.61      119.16        7.63      122.85        6.70      121.86        6.86      117.69        6.58      111.29        6.51      107.79        7.81      105.04
2017-10-25     16:00:00        7.45      119.89        8.31      115.22        8.49      120.74        7.56      124.99        6.62      123.69        6.80      118.77        6.59      111.47        6.38      109.66        7.48      107.41
2017-10-25     17:00:00        7.31      121.20        8.14      116.45        8.53      121.71        7.57      126.04        6.61      125.45        6.71      120.43        6.48      113.18        6.17      111.89        7.18      109.42
2017-10-25     18:00:00        7.49      122.50        8.36      118.38        8.90      123.44        7.83      126.75        6.76      125.39        6.80      121.21        6.60      114.57        6.30      114.37        7.26      112.26
2017-10-25     19:00:00        7.58      123.30        8.54      119.74        9.04      124.52        7.91      127.46        6.94      126.24        6.92      121.78        6.80      115.11        6.54      115.91        7.48      113.86
2017-10-25     20:00:00        7.73      123.86        8.76      119.88        9.40      124.69        8.12      127.74        7.16      126.36        7.05      122.60        7.04      115.54        6.81      116.86        7.70      114.18
2017-10-25     21:00:00        7.96      124.94        9.09      121.76        9.86      126.46        8.16      127.68        6.87      125.11        7.19      122.53        7.21      116.15        7.06      118.81        7.92      116.68
2017-10-25     22:00:00        7.95      123.27        9.57      120.72        9.96      124.00        7.83      123.36        6.30      120.98        6.91      121.32        7.11      115.84        7.19      119.46        8.47      117.71
2017-10-25     23:00:00        8.07      118.91        9.90      116.37        9.72      119.36        7.58      117.98        6.19      116.06        6.83      118.04        7.46      114.33        7.70      115.28        9.29      113.54
2017-10-26     00:00:00        8.24      115.92        9.76      112.10        9.53      115.77        7.75      115.97        6.73      116.16        7.18      116.66        7.94      112.65        7.94      110.66        9.38      107.29
2017-10-26     01:00:00        8.53      117.60        9.66      111.53        9.48      116.25        8.02      120.12        7.32      122.02        7.70      118.98        8.49      112.39        8.14      109.61        9.16      104.37
2017-10-26     02:00:00        8.87      119.38        9.87      112.16        9.69      117.43        8.30      122.87        7.63      125.21        8.04      121.17        9.04      112.42        8.55      109.64        9.37      103.30
2017-10-26     03:00:00        9.24      121.61       10.27      114.47        9.95      120.21        8.56      125.43        7.69      125.99        8.20      122.42        9.41      113.59        9.11      111.78        9.96      105.37
2017-10-26     04:00:00        9.13      123.85       10.03      116.36        9.61      122.64        8.37      128.54        7.32      127.29        7.87      123.37        9.36      114.01        9.18      113.70       10.01      106.88
2017-10-26     05:00:00        8.72      126.08        9.43      117.04        9.07      123.63        7.94      131.20        6.89      130.33        7.38      126.05        8.98      115.08        8.78      115.31        9.49      107.03
2017-10-26     06:00:00        8.40      128.96        9.02      118.83        8.71      125.80        7.72      135.04        6.72      135.37        6.70      130.25        8.06      117.47        8.25      117.38        8.94      108.14
2017-10-26     07:00:00        8.30      131.58        8.99      121.81        8.75      129.02        7.78      138.65        6.71      138.71        6.36      132.83        7.59      118.64        7.90      119.59        8.73      110.77
2017-10-26     08:00:00        8.13      131.48        8.95      122.47        8.40      130.55        7.61      139.44        6.36      138.48        5.96      131.93        7.34      117.24        7.67      119.43        8.64      111.26
2017-10-26     09:00:00        7.39      131.67        8.65      121.67        7.84      131.22        6.65      140.60        5.36      139.62        4.93      132.97        6.91      115.55        7.45      117.56        8.69      109.44
2017-10-26     10:00:00        8.37      127.39        9.48      120.16        9.40      127.74        8.36      132.79        6.81      132.08        6.20      126.27        7.70      114.23        7.88      115.81        9.12      108.37
2017-10-26     11:00:00        9.46      118.00       10.83      112.11       10.34      118.63        9.04      123.42        7.57      124.16        7.74      118.22        8.81      109.46        8.62      109.69       10.13      103.92
2017-10-26     12:00:00        8.80      109.62        9.99      104.79        9.47      112.31        8.36      115.25        7.38      112.98        7.67      109.07        8.02      104.05        8.19      102.52        9.85       98.14
2017-10-26     13:00:00        7.70      104.65        8.89      100.82        8.59      107.04        7.51      107.51        6.58      104.05        6.96      101.87        7.16       98.12        7.39       96.00        9.02       93.87
2017-10-26     14:00:00        7.14       99.15        8.35       95.63        8.09      100.95        7.02      102.21        6.02      103.29        6.37      101.05        6.36       94.87        6.73       90.42        8.37       90.88
2017-10-26     15:00:00        7.05       97.10        8.16       93.19        7.93       98.86        6.98      100.34        6.17      101.18        6.41       99.97        6.14       92.82        6.50       87.04        8.07       88.21
2017-10-26     16:00:00        7.09       96.93        8.17       93.50        8.01       98.68        7.09      100.01        6.31       99.97        6.49       99.15        6.08       91.81        6.40       86.27        7.88       88.45
2017-10-26     17:00:00        7.06       99.19        8.16       95.79        8.22      100.67        7.25      102.20        6.39      102.35        6.40      101.08        5.90       95.06        6.19       89.91        7.65       91.08
2017-10-26     18:00:00        7.23      102.27        8.29       98.38        8.43      103.37        7.37      106.09        6.63      108.62        6.68      104.53        6.10       98.98        6.25       93.57        7.64       94.24
2017-10-26     19:00:00        7.55      105.13        8.69      100.87        8.68      106.64        7.42      111.55        6.82      116.30        7.04      108.16        6.46      101.38        6.59       96.77        7.93       96.05
2017-10-26     20:00:00        7.87      110.72        9.11      103.41        9.05      109.48        7.69      117.09        6.80      121.07        7.15      113.93        6.89      106.00        7.01      100.93        8.34       97.50
2017-10-26     21:00:00        8.24      116.19        9.53      108.02        9.18      116.05        7.69      123.71        6.42      124.17        7.32      115.85        7.66      108.05        7.72      106.54        8.98      100.86
2017-10-26     22:00:00        7.99      117.65        9.71      111.96        9.00      120.98        7.18      125.14        5.84      120.31        6.64      112.78        7.64      105.51        8.19      108.15        9.68      102.73
2017-10-26     23:00:00        7.84      120.53        9.63      116.88        8.86      123.23        7.02      125.04        5.70      120.46        6.23      115.63        7.75      107.44        8.48      111.67        9.95      108.50
2017-10-27     00:00:00        7.73      119.96        9.42      116.73        8.80      121.19        7.05      121.28        5.80      116.34        6.07      115.42        7.50      108.15        8.24      112.58        9.66      109.72
2017-10-27     01:00:00        7.48      118.06        8.94      114.71        8.38      118.56        6.86      118.69        5.85      114.24        6.07      113.47        7.43      106.81        7.91      111.09        9.13      107.95
2017-10-27     02:00:00        7.20      116.12        8.40      112.41        8.02      117.17        6.71      117.27        5.82      113.42        5.96      112.87        7.29      105.80        7.51      108.34        8.56      104.79
2017-10-27     03:00:00        6.93      117.91        8.03      114.51        7.83      120.33        6.56      120.21        5.58      115.76        5.61      114.98        6.94      106.90        7.10      108.30        8.04      105.18
2017-10-27     04:00:00        6.82      123.97        7.89      120.23        7.68      125.61        6.38      127.91        5.06      122.96        5.26      119.78        6.48      109.56        6.85      112.82        7.81      110.71
2017-10-27     05:00:00        6.75      127.02        7.93      120.69        7.46      126.13        6.23      131.62        4.84      126.66        4.70      122.93        6.19      110.87        6.81      115.85        7.87      111.73
2017-10-27     06:00:00        6.45      126.48        7.90      116.38        7.35      121.91        5.87      131.02        4.14      128.58        4.20      124.12        5.61      111.27        6.20      114.80        7.79      106.72
2017-10-27     07:00:00        6.26      125.05        7.85      112.78        7.30      118.24        5.93      127.37        4.51      125.48        4.22      124.14        5.44      111.55        5.88      112.45        7.80      101.41
2017-10-27     08:00:00        6.15      122.19        7.84      109.18        7.33      114.82        5.97      122.86        4.47      122.03        4.19      122.72        5.25      111.43        5.73      108.63        7.85       96.60
2017-10-27     09:00:00        5.89      120.34        7.80      108.10        6.88      114.06        5.50      121.60        4.22      120.94        3.94      122.00        5.20      111.27        5.69      106.57        8.13       95.86
2017-10-27     10:00:00        6.84      116.68        8.03      107.37        7.45      113.70        6.78      118.51        6.20      116.02        5.25      116.37        6.00      107.59        6.51      104.44        8.52       95.90
2017-10-27     11:00:00        7.40      110.02        8.89      103.78        8.47      109.12        7.13      112.99        5.97      110.73        5.64      109.07        5.89      101.55        6.92       99.18        9.01       94.28
2017-10-27     12:00:00        7.02      102.37        8.59       98.33        8.31      103.18        6.98      104.13        5.99      100.28        6.07      100.30        6.21       95.75        6.85       92.47        8.91       90.45
2017-10-27     13:00:00        6.59       96.79        7.98       93.37        7.57       98.77        6.42      100.37        5.42       98.83        5.67       97.04        5.85       90.19        6.48       86.15        8.26       86.84
2017-10-27     14:00:00        6.40       93.77        7.61       90.99        7.38       97.10        6.41       98.48        5.47       97.70        5.64       95.33        5.56       86.28        6.12       81.45        7.70       84.45
2017-10-27     15:00:00        6.36       92.46        7.38       89.98        7.30       96.44        6.47       98.16        5.49       97.87        5.67       94.92        5.32       83.20        5.79       78.69        7.16       83.33
2017-10-27     16:00:00        6.23       92.48        7.17       89.16        7.20       96.28        6.47       99.10        5.55       99.87        5.60       95.58        5.03       82.77        5.41       78.08        6.69       82.64
2017-10-27     17:00:00        6.11       94.43        7.01       90.26        7.10       97.18        6.41      100.81        5.54      102.91        5.46       97.49        4.77       85.17        5.13       80.83        6.44       83.93
2017-10-27     18:00:00        6.18       97.97        7.08       92.76        7.19       99.69        6.49      104.73        5.65      106.95        5.57      101.64        4.90       89.50        5.19       85.16        6.47       86.69
2017-10-27     19:00:00        6.68      104.73        7.43       98.14        7.61      104.86        6.94      110.82        6.15      112.18        6.14      107.77        5.48       98.36        5.65       92.88        6.73       91.18
2017-10-27     20:00:00        7.15      112.64        7.86      103.82        8.24      109.86        7.40      117.73        6.43      118.08        6.48      113.86        6.00      105.37        6.03      102.36        6.97       96.20
2017-10-27     21:00:00        7.46      120.79        8.06      112.66        8.30      118.54        7.33      126.99        6.13      126.37        6.82      118.98        6.67      110.94        6.51      110.87        7.13      104.22
2017-10-27     22:00:00        7.80      125.17        8.71      120.02        8.48      123.99        7.23      131.87        5.96      129.39        6.80      120.05        7.27      111.72        7.45      116.65        8.12      111.90
2017-10-27     23:00:00        7.56      124.28        8.82      119.34        8.38      120.16        6.91      127.67        5.63      123.87        6.25      118.53        7.40      109.87        7.92      116.32        8.88      114.28
2017-10-28     00:00:00        7.58      122.14        8.80      115.99        8.68      114.60        7.41      120.25        6.37      116.35        6.34      117.30        7.22      110.89        7.76      117.31        8.83      113.77
2017-10-28     01:00:00        7.86      117.91        9.00      113.97        8.97      116.51        7.72      117.55        6.68      111.19        6.67      112.79        7.31      109.29        7.76      114.24        8.78      110.39
2017-10-28     02:00:00        7.72      118.03        9.02      117.50        8.86      121.65        7.41      120.69        6.19      111.02        6.24      109.96        7.52      105.46        8.01      110.93        8.96      110.16
2017-10-28     03:00:00        7.40      121.84        8.95      117.80        8.63      119.71        7.06      123.41        5.69      116.32        5.35      113.66        7.22      105.36        7.93      113.09        8.96      111.61
2017-10-28     04:00:00        6.93      122.68        8.85      113.32        8.42      114.78        6.67      121.18        5.21      120.16        4.53      121.99        6.14      110.79        7.11      115.67        8.71      108.03
2017-10-28     05:00:00        6.27      121.84        8.43      110.47        7.84      113.30        6.07      120.46        4.52      121.16        3.90      125.39        5.19      113.78        6.10      112.75        8.41      102.12
2017-10-28     06:00:00        6.05      120.14        8.11      108.36        7.21      112.19        5.53      120.86        3.91      119.32        3.64      121.56        5.14      110.63        6.21      108.35        8.50       98.12
2017-10-28     07:00:00        5.71      118.28        7.62      106.69        6.77      111.18        5.11      119.34        3.47      114.56        3.36      116.82        5.12      108.10        6.12      105.33        8.18       95.44
2017-10-28     08:00:00        5.41      114.02        7.30      104.34        6.46      109.11        4.82      114.64        3.25      107.31        3.17      110.01        5.13      104.63        6.08      100.76        7.98       92.21
2017-10-28     09:00:00        5.21      111.51        7.17      103.11        6.43      107.12        4.61      111.26        3.20      103.11        3.11      106.65        5.07      102.69        6.07       99.16        7.84       91.50
2017-10-28     10:00:00        5.80       98.70        8.36       93.00        7.68       93.53        6.01       93.33        4.77       84.86        3.71       91.60        4.78       92.83        6.25       91.17        8.84       86.52
2017-10-28     11:00:00        6.56       86.02        8.43       84.69        7.37       86.69        6.20       83.00        5.00       75.44        4.86       81.45        5.76       82.12        7.20       80.80        9.27       80.06
2017-10-28     12:00:00        6.52       79.49        7.86       80.45        6.78       83.08        5.97       77.81        5.11       71.26        5.37       76.11        5.90       75.26        7.15       74.05        8.68       76.58
2017-10-28     13:00:00        6.02       75.83        7.25       76.95        6.32       80.39        5.55       76.92        4.79       70.87        5.13       74.57        5.33       70.00        6.51       68.51        7.90       73.39
2017-10-28     14:00:00        5.71       73.98        6.88       74.97        6.08       78.57        5.42       75.86        4.69       70.95        4.93       74.50        4.63       66.71        5.91       64.66        7.30       71.91
2017-10-28     15:00:00        5.16       76.39        6.19       76.57        5.64       80.55        5.07       78.69        4.36       73.57        4.59       78.19        4.05       67.95        5.15       64.54        6.44       73.77
2017-10-28     16:00:00        4.75       78.88        5.57       78.01        5.18       83.33        4.75       82.67        4.03       77.52        4.22       83.19        3.56       72.11        4.45       64.90        5.58       75.46
2017-10-28     17:00:00        4.51       82.68        5.13       81.15        4.96       87.15        4.55       87.39        3.74       82.91        4.19       87.78        3.58       74.32        4.04       67.90        5.03       79.45
2017-10-28     18:00:00        4.55       87.79        4.98       84.46        4.93       91.82        4.53       94.09        3.68       89.61        4.38       90.82        3.69       77.93        3.92       71.66        4.75       81.49
2017-10-28     19:00:00        4.90       90.00        5.22       85.12        5.25       93.97        4.89       97.23        4.05       94.09        4.79       93.25        4.05       81.13        4.13       73.03        4.84       79.94
2017-10-28     20:00:00        5.13       93.80        5.44       85.27        5.65       95.14        5.22      102.02        4.41      105.45        5.09      101.45        4.29       85.64        4.08       72.68        4.83       77.46
2017-10-28     21:00:00        5.31      102.26        5.43       86.92        5.94       99.78        5.77      112.42        5.46      121.29        5.77      113.12        4.64       94.38        3.91       74.75        4.62       74.04
2017-10-28     22:00:00        6.01      110.46        6.11       93.25        6.98      105.38        6.78      118.74        6.55      122.02        6.24      115.95        5.18      103.17        4.23       87.72        5.09       75.63
2017-10-28     23:00:00        6.80      117.60        7.19      104.22        7.97      111.79        7.32      122.59        6.68      122.13        6.29      117.69        5.91      108.56        5.31      101.94        5.97       88.16
2017-10-29     00:00:00        7.32      121.27        8.31      111.70        8.63      114.14        7.50      122.04        6.60      120.27        5.98      119.05        6.27      112.00        6.54      113.30        7.29      102.23
2017-10-29     01:00:00        7.58      120.48        8.87      113.80        8.82      115.69        7.51      120.17        6.53      116.61        5.96      117.15        6.42      111.53        7.24      115.51        8.34      108.15
2017-10-29     02:00:00        7.52      119.43        8.73      115.33        8.56      119.05        7.29      120.22        6.37      113.61        5.92      113.83        6.77      108.63        7.43      113.10        8.54      108.37
2017-10-29     03:00:00        7.24      119.38        8.37      118.12        8.21      123.65        7.00      122.50        6.19      112.55        5.61      110.73        6.86      105.10        7.38      110.76        8.32      108.75
2017-10-29     04:00:00        6.79      121.66        8.09      120.89        8.11      125.77        6.72      125.39        5.82      112.64        4.82      110.12        6.41      103.35        6.98      111.15        7.89      110.34
2017-10-29     05:00:00        6.31      124.54        7.96      118.74        8.01      120.21        6.47      126.00        5.35      116.12        4.15      114.73        5.74      105.59        6.40      113.58        7.58      109.88
2017-10-29     06:00:00        5.92      122.27        8.00      106.62        7.80      108.75        6.12      121.74        5.12      120.40        3.90      122.18        5.37      110.30        6.00      113.00        7.76      100.14
2017-10-29     07:00:00        5.89      114.80        8.29       96.95        7.56      102.26        5.82      114.38        4.88      119.17        3.82      125.89        5.20      113.89        5.95      103.99        8.53       87.16
2017-10-29     08:00:00        6.06      109.18        8.39       96.64        7.43      102.02        5.71      107.98        4.42      111.37        3.70      120.63        5.20      111.34        6.55       95.57        9.24       84.85
2017-10-29     09:00:00        5.97      111.61        8.18      101.25        7.41      105.27        5.40      108.87        3.65      107.37        3.44      118.32        5.03      110.63        6.51       97.83        8.96       89.27
2017-10-29     10:00:00        5.86      111.61        8.40      101.47        8.03      103.60        6.21      107.76        4.47      104.62        3.39      114.59        4.28      109.16        5.97      100.45        8.71       91.99
2017-10-29     11:00:00        5.57      108.96        7.52       99.24        6.59      103.21        5.12      108.49        3.52      106.69        3.53      112.41        4.42      106.89        5.81       98.62        8.19       91.14
2017-10-29     12:00:00        5.27      108.02        6.71       98.77        5.78      104.09        4.64      111.49        3.37      114.01        4.00      113.59        4.36      106.50        5.37       95.86        7.46       91.23
2017-10-29     13:00:00        4.71      106.05        5.93       95.79        5.12      102.45        4.26      113.34        3.36      119.63        3.96      114.10        3.81      106.00        4.52       91.97        6.48       89.25
2017-10-29     14:00:00        4.29      102.35        5.33       92.94        4.67      101.50        4.03      111.96        3.36      118.35        3.86      111.67        3.27      101.32        3.89       84.48        5.68       86.18
2017-10-29     15:00:00        3.92      101.80        4.66       92.13        4.28      102.97        3.86      113.12        3.30      118.67        3.83      111.53        2.99      100.76        3.36       79.54        4.83       84.40
2017-10-29     16:00:00        3.56      106.22        3.90       94.88        3.92      108.43        3.73      118.64        3.19      122.46        3.73      114.50        2.99      107.18        2.71       78.90        3.74       83.98
2017-10-29     17:00:00        3.52      115.22        3.43      104.77        3.93      118.58        3.87      128.40        3.22      129.67        3.93      119.08        3.40      110.59        2.35       78.56        2.83       88.86
2017-10-29     18:00:00        3.84      118.61        3.52      109.02        4.33      121.76        4.31      130.89        3.52      130.80        4.27      120.13        3.90      108.57        2.50       78.36        2.66       87.37
2017-10-29     19:00:00        4.35      120.48        3.88      110.50        4.76      122.48        4.80      132.18        4.02      132.26        4.75      122.21        4.32      110.74        2.78       82.94        2.84       86.22
2017-10-29     20:00:00        5.20      121.96        4.61      108.72        5.54      120.49        5.61      131.25        4.86      133.17        5.44      125.40        4.96      113.90        3.32       92.47        3.43       86.09
2017-10-29     21:00:00        6.26      125.36        5.67      111.73        6.75      124.15        6.75      133.39        5.98      133.13        6.32      127.12        5.75      116.70        4.12      103.56        4.08       89.59
2017-10-29     22:00:00        7.22      127.52        7.36      118.82        8.23      128.84        7.52      132.61        6.49      127.62        6.43      124.76        6.42      116.74        5.50      114.18        5.48       99.56
2017-10-29     23:00:00        7.68      126.25        8.76      123.57        8.85      131.03        7.53      131.75        6.23      123.72        6.17      120.17        6.61      113.20        6.90      117.00        7.58      110.78
2017-10-30     00:00:00        7.55      127.59        8.94      126.06        8.79      130.71        7.14      131.70        5.61      123.16        5.71      120.32        6.73      111.86        7.42      118.77        8.51      117.09
2017-10-30     01:00:00        7.26      128.47        8.73      125.91        8.60      127.91        6.86      130.17        5.19      121.44        5.40      119.70        6.63      110.73        7.25      119.75        8.41      118.77
2017-10-30     02:00:00        6.95      123.82        8.39      120.10        8.14      122.03        6.37      123.81        4.89      113.49        5.13      114.91        6.56      107.86        7.05      116.39        8.14      113.16
2017-10-30     03:00:00        6.65      118.30        7.99      113.46        7.79      116.67        6.22      117.58        5.00      107.84        4.86      110.40        6.37      105.40        6.81      111.43        7.88      105.41
2017-10-30     04:00:00        6.62      116.31        7.83      112.16        7.62      117.96        6.33      118.02        5.23      109.41        4.80      110.49        6.13      105.32        6.70      107.93        7.77      101.47
2017-10-30     05:00:00        6.39      120.93        7.79      116.27        7.41      122.23        5.91      124.95        4.72      117.96        4.38      117.99        5.85      109.00        6.53      110.17        7.68      103.96
2017-10-30     06:00:00        5.91      129.26        7.42      118.43        6.88      120.04        5.22      133.94        4.23      132.94        4.03      129.55        5.48      113.77        6.10      116.30        7.35      108.20
2017-10-30     07:00:00        5.43      129.61        7.14      108.95        6.73      111.05        5.07      132.69        4.38      139.70        3.82      136.98        5.10      117.50        5.58      117.95        7.12      101.79
2017-10-30     08:00:00        5.19      120.26        7.39       97.78        6.81      106.00        5.04      123.25        4.41      132.96        3.64      137.69        4.79      118.85        5.20      107.98        7.49       86.93
2017-10-30     09:00:00        5.26      116.11        7.40       98.74        6.75      108.65        5.14      119.62        4.09      128.48        3.60      133.99        4.67      118.10        5.36       99.10        7.85       83.81
2017-10-30     10:00:00        5.59      114.57        7.75      102.79        7.11      109.76        6.07      115.97        5.02      117.67        3.59      122.55        3.91      111.82        5.28       97.22        8.25       88.87
2017-10-30     11:00:00        5.79      110.90        7.41      103.47        6.62      110.26        5.42      115.34        4.35      114.54        4.12      113.23        4.67      103.84        5.85       97.04        7.99       92.24
2017-10-30     12:00:00        5.72      101.61        7.25       96.80        6.53      102.57        5.37      106.32        4.37      105.67        4.59      103.70        4.93       95.48        5.85       89.49        7.81       88.54
2017-10-30     13:00:00        5.65       89.09        7.18       85.76        6.42       89.89        5.42       93.63        4.48       94.31        4.68       92.80        4.59       83.58        5.77       77.85        7.71       80.87
2017-10-30     14:00:00        5.48       80.78        6.83       79.80        6.08       83.55        5.33       84.95        4.46       85.18        4.60       84.82        4.15       73.90        5.49       69.57        7.21       75.72
2017-10-30     15:00:00        4.93       74.82        5.80       76.33        5.30       80.69        4.90       79.35        4.18       78.46        4.28       79.02        3.66       64.78        4.85       60.39        5.96       71.30
2017-10-30     16:00:00        4.06       71.44        4.43       71.85        4.18       78.78        4.14       79.12        3.62       77.53        3.85       77.83        3.16       58.52        3.97       51.15        4.50       66.57
2017-10-30     17:00:00        3.39       68.84        3.27       66.67        3.20       77.07        3.43       81.15        3.10       80.94        3.57       78.50        3.01       54.30        3.38       43.28        3.30       62.92
2017-10-30     18:00:00        3.18       71.13        2.85       68.79        2.97       79.15        3.23       85.57        2.85       88.24        3.58       83.19        3.09       55.55        3.07       41.60        2.65       66.84
2017-10-30     19:00:00        3.35       79.97        2.96       72.47        3.26       83.07        3.43       93.17        2.99       99.88        4.00       92.50        3.33       57.90        2.97       46.79        2.58       70.04
2017-10-30     20:00:00        3.72       84.61        3.19       72.95        3.59       85.49        3.77      100.86        3.80      115.31        4.74      100.73        3.89       64.56        3.19       45.20        2.75       65.31
2017-10-30     21:00:00        4.10       95.40        3.33       70.35        4.05       90.51        4.92      117.26        5.96      130.78        5.72      114.25        4.02       79.28        3.36       45.15        3.09       55.04
2017-10-30     22:00:00        5.10      116.48        3.88       91.74        5.30      111.49        7.00      132.89        7.76      134.81        6.71      126.68        4.42      109.21        3.01       76.36        3.22       73.70
2017-10-30     23:00:00        6.53      127.73        5.60      111.64        7.13      126.32        8.00      138.15        7.63      133.79        6.70      127.33        5.65      117.04        4.40      105.78        4.29       90.76
2017-10-31     00:00:00        6.96      132.52        7.45      125.19        8.17      133.32        7.62      137.15        6.73      132.16        5.53      128.86        5.87      118.61        6.08      120.31        6.18      110.00
2017-10-31     01:00:00        6.66      133.41        8.27      129.74        8.48      132.75        7.23      133.00        6.17      127.06        4.79      129.33        5.34      118.90        6.38      125.80        7.75      121.86
2017-10-31     02:00:00        6.78      127.55        8.62      127.02        8.85      130.43        7.38      126.54        6.47      118.12        4.93      121.81        5.33      114.20        6.36      121.46        8.25      120.28
2017-10-31     03:00:00        7.27      122.75        8.87      124.71        9.01      128.63        7.62      124.29        7.06      112.49        5.73      111.74        6.18      107.35        6.99      115.78        8.41      115.91
2017-10-31     04:00:00        7.11      128.27        8.49      123.17        8.39      123.36        7.22      129.72        6.41      122.46        5.19      119.05        6.59      108.75        7.32      118.62        8.16      115.17
2017-10-31     05:00:00        6.18      130.03        8.00      109.27        8.01      108.18        6.43      125.93        5.69      132.84        4.33      136.69        5.82      116.88        6.27      119.54        7.71      103.35
2017-10-31     06:00:00        5.92      115.26        8.51       96.29        7.99      100.24        5.98      110.83        4.97      122.94        3.93      135.47        4.97      120.19        5.68      104.82        8.60       86.05
2017-10-31     07:00:00        6.39      108.21        8.69       98.93        7.57      103.76        5.80      106.41        4.22      106.93        3.82      116.18        5.10      109.33        6.73       93.88        9.39       86.39
2017-10-31     08:00:00        6.45      108.34        8.25      101.94        7.13      106.85        5.85      107.90        4.22       99.41        4.10      105.08        5.82      101.09        7.38       95.57        9.31       90.38
2017-10-31     09:00:00        6.21      108.24        7.98      101.40        7.13      106.06        6.24      106.81        4.55       98.20        3.82      103.77        5.71       99.24        6.87       96.16        8.87       90.21
